ID,Region,Market,Sorghum_Yellow,Sorghum_White,Sorghum_Red,Sorghum,Rice_Imported,Month,Year,Longitude,Latitude
2809,ADDIS   ABABA ,Zenebe work,11,10.95,8.62,-,16.66,May,2015,38.7078,8.98711
2810,ADDIS   ABABA ,Gergi,12.32,15,11.49,-,17,May,2015,38.80949,8.99538
2811,ADDIS   ABABA ,Saris,10.49,12,8.94,-,16,May,2015,38.76341,8.95198
2812,ADDIS   ABABA ,Kotebe,12,14,10,-,16,May,2015,38.83985,9.03713
2813,ADDIS   ABABA ,Ferensay Legasion,10.32,11,10,-,16,May,2015,38.77373,9.05919
2814,ADDIS   ABABA ,Shola (yeka),14,13.66,12,-,15.66,May,2015,38.79539,9.02504
2815,ADDIS   ABABA ,Asko,12,13,8.96,-,17,May,2015,38.692267,9.065301
2816,ADDIS   ABABA ,Addisu-Gebeya,9.32,10.66,-,-,16.66,May,2015,38.73727,9.05959
2817,ADDIS   ABABA ,Efoyita Gebeya,10,10.32,7.32,-,16,May,2015,NA,NA
2818,ADDIS   ABABA ,Akaki,9.65,10.97,8,-,16,May,2015,38.789162,8.895831
2819,ADDIS   ABABA ,Addis Ababa Average,11.05,11.9,9.26,-,16.16,May,2015,NA,NA
2820,TIGRAY,"Enda Silase	",4.73,7.31,-,-,20.65,June,2015,38.27211005,14.08944251
2821,TIGRAY,Endabaguna,-,-,6.35,-,20.33,June,2015,38.19317204,13.97860867
2822,TIGRAY,"	Adwa",5,-,5.07,-,20,June,2015,38.88818805,14.14845458
2823,TIGRAY,"	Axum",5,5.3,-,-,18.64,June,2015,38.71879888,14.11130791
2824,TIGRAY,"	Adigrat",-,-,-,-,18,June,2015,39.46033457,14.26667752
2825,TIGRAY,"	Wukiro",-,6.25,5.71,-,18,June,2015,39.599747,13.796083
2826,TIGRAY, Maichew,6.72,-,-,-,20,June,2015,39.541533,12.78792086
2827,TIGRAY,"	Mekelle",6.5,7.16,-,-,17.66,June,2015,39.47221911,13.48719005
2828,TIGRAY,"	Tigray Average	",5.53,6.45,5.69,-,19.13,June,2015,NA,NA
2829,AFAR,Ayisaeta,10,11,-,-,18,June,2015,41.43333,11.56667
2830,AFAR, Dubti ,10,-,-,-,16,June,2015,41.082,11.73292
2831,AFAR, Melka Werers,9.65,9.65,7.32,-,15.66,June,2015,40.18154914,9.340880502
2832,AFAR, AwashSabat Killo ,8.49,10.76,7.83,-,-,June,2015,8.983333333,40.16666667
2833,AFAR,Afar Average,9.51,10.45,7.57,-,16.52,June,2015,NA,NA
2834,AMHARA,Chuahit ,6.66,5,6.5,-,18.97,June,2015,39.311961,10.643157
2835,AMHARA,Gondar ,6.83,6,5,-,18,June,2015,37.46149667,12.59878688
2836,AMHARA,Esete,-,-,-,-,18,June,2015,37.88657423,10.92298692
2837,AMHARA,Debre-Tabor    ,7.89,6.1,6.17,-,17.66,June,2015,38.00833967,11.84769551
2838,AMHARA,Kobo,5.75,8.74,5.54,-,20,June,2015,39.63127424,12.16406542
2839,AMHARA,Weldiya     ,7.14,8.4,6.56,-,18,June,2015,39.6014117,11.82360232
2840,AMHARA,Kombolcha,7.43,7.4,-,-,16.66,June,2015,39.73724188,11.07807805
2841,AMHARA,Dessie,7.98,8.13,6.17,26,16.66,June,2015,39.63548793,11.11703902
2842,AMHARA,Shewa- Robit  ,6.49,6.31,-,-,16.33,June,2015,39.90269733,10.00580856
2843,AMHARA,Debre-Birhan,8.16,8.5,5,-,16,June,2015,39.52890047,9.67650294
2844,AMHARA,Mota ,6.6,5.23,4.39,-,18,June,2015,37.8807432,11.07475582
2845,AMHARA,Debre- markos,-,-,-,-,16.33,June,2015,37.72636868,10.33641293
2846,AMHARA,Dembecha,-,-,-,-,18,June,2015,37.48251554,10.56669266
2847,AMHARA,Bahir-Dar,-,8.96,-,-,18,June,2015,37.3815488,11.58416449
2848,AMHARA,Sekota,7.22,6.85,5.45,-,20.33,June,2015,39.03355257,12.62479803
2849,AMHARA,Amde work,-,7.3,6.92,-,18,June,2015,38.85815043,12.45920199
2850,AMHARA,Danigla,-,5.44,-,-,18,June,2015,36.83153176,11.25223153
2851,AMHARA,Chagni ,-,5.16,-,-,17,June,2015,36.50793596,10.95196565
2852,AMHARA,Kemise ,8.25,6.51,-,-,16.33,June,2015,39.85696873,10.71374234
2853,AMHARA,Bati ,7.18,9.09,-,-,15,June,2015,40.0181327,11.19153266
2854,AMHARA,Amhara Average,7.16,6.87,5.72,26,17.52,June,2015,NA,NA
2855,OROMIYA,Ghimbi,-,5,-,-,18.98,June,2015,35.83291974,9.163103789
2856,OROMIYA,Dembi-Dolo,-,6,6,-,20,June,2015,34.79748694,8.530219501
2857,OROMIYA,Shambu,-,-,-,-,18.64,June,2015,37.09431432,9.569809208
2858,OROMIYA,Nekemte,-,4,4,-,18,June,2015,36.54851971,9.09042469
2859,OROMIYA,Bedele,-,4.5,4,-,18,June,2015,36.36017384,8.454821965
2860,OROMIYA,Metu,-,5.83,5.16,-,17.33,June,2015,35.58726864,8.300606827
2861,OROMIYA,Jimma,-,11,8,-,16,June,2015,36.84385226,7.672338798
2862,OROMIYA,Agaro,10.59,5.59,5.59,-,16,June,2015,36.58627683,7.848002731
2863,OROMIYA,Ambo,-,11.3,5.22,-,16,June,2015,37.8446066,8.976806527
2864,OROMIYA,Weliso,-,8.24,6.82,-,15.66,June,2015,37.97073066,8.534178897
2865,OROMIYA,Ejere,-,7.53,-,-,20,June,2015,39.262249,8.78288
2866,OROMIYA,Fiche,9.55,9.48,7.87,10.74,17,June,2015,38.73344116,9.791083661
2867,OROMIYA,Nazareth,11,11,9,-,18,June,2015,39.26667,8.55
2868,OROMIYA,Shashe-mene ,-,-,6.32,-,16,June,2015,38.6,7.2
2869,OROMIYA,Diksise,-,-,-,-,16.66,June,2015,39.55824,8.059179
2870,OROMIYA,Asella,-,10,-,-,18,June,2015,39.12972322,7.949589951
2871,OROMIYA,Asebe-Teferi,-,8.49,6.66,-,15,June,2015,40.86708,9.08569
2872,OROMIYA,Bedessa,-,5.5,6,-,16,June,2015,40.77378712,8.902011546
2873,OROMIYA,Alemaya,-,10,7.32,-,15,June,2015,42.0166666,9.3999984
2874,OROMIYA,Boreda,-,8.5,8,-,16,June,2015,41.278686,9.331067
2875,OROMIYA,Adaba,-,-,-,-,17.66,June,2015,39.3890878,7.004454253
2876,OROMIYA,Robe,-,-,-,-,18,June,2015,39.631104,7.860619
2877,OROMIYA,Hagere-Mariam,-,-,-,-,17,June,2015,38.23603,5.63418
2878,OROMIYA,Negele-Borena,-,-,5.94,-,17,June,2015,39.583331,5.333332
2879,OROMIYA,Oromiya Average,10.36,7.37,6.21,10.74,17.11,June,2015,NA,NA
2880,SOMALIE,Shinile,-,-,9.49,-,15.33,June,2015,41.844013,9.686515
2881,SOMALIE,Arere,11,-,9,11.66,15.66,June,2015,37.6,8.51667
2882,SOMALIE,Jigjiga,-,9.61,8.69,-,16,June,2015,42.792342,9.367259
2883,SOMALIE,Hartshek,-,9.5,9.5,-,15.66,June,2015,43.3499986,9.1499994
2884,SOMALIE,Dolo,-,-,7.14,-,19.66,June,2015,42.059257,4.179211
2885,SOMALIE,Moyale,-,-,-,-,18,June,2015,39.056,3.527
2886,SOMALIE,Somali Average,11,9.55,8.72,11.66,16.65,June,2015,NA,NA
2887,BENISHANGUL - GUMUZ              ,Mambook,-,3.5,-,-,20,June,2015,NA,NA
2888,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,17,June,2015,NA,NA
2889,BENISHANGUL - GUMUZ              ,Asossa,-,5,4,-,17.66,June,2015,34.53730603,10.05784932
2890,BENISHANGUL - GUMUZ              ,Bambasi,-,3.83,3.62,-,20,June,2015,34.73046863,9.751504664
2891,BENISHANGUL - GUMUZ              ,Kemashi,-,4.39,3.66,-,19.31,June,2015,35.85916991,9.515450626
2892,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,5.42,5.78,-,-,June,2015,35.77048443,9.640776618
2893,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.37,4.18,-,18.75,June,2015,NA,NA
2894,SNNP,Welikite,8.1,-,5.9,-,17,June,2015,37.77266735,8.27732366
2895,SNNP,Butajira,-,10.91,4.65,-,16,June,2015,38.42140499,8.173264069
2896,SNNP,Hosahna,-,-,7,-,19,June,2015,37.84747123,7.538579317
2897,SNNP,Shone,-,-,-,-,20,June,2015,37.94869425,7.134857075
2898,SNNP,Doyugena,-,-,6.43,-,16,June,2015,37.78333,7.33333
2899,SNNP,Alaba,-,-,4,-,15.33,June,2015,38.086143,7.311546
2900,SNNP,Awasa,-,-,10,-,16,June,2015,38.474819,7.058624
2901,SNNP,Hagere-Selam   ,-,-,-,-,16.64,June,2015,38.51921184,6.513880636
2902,SNNP,Dilla,-,-,7.14,-,16,June,2015,38.30745962,6.410516676
2903,SNNP,Yirega-chefie ,-,-,-,-,16.33,June,2015,38.1988827,6.16095383
2904,SNNP,Welayita sodo,-,-,6,-,16,June,2015,37.749997,6.8999964
2905,SNNP,Bodite,-,-,-,-,17.33,June,2015,37.89064905,7.038034865
2906,SNNP,Jinka,-,10.76,6.58,-,18,June,2015,36.56441614,5.78310286
2907,SNNP,Dimeka,-,-,-,-,20,June,2015,36.45041198,4.892522922
2908,SNNP,Masha,-,-,-,-,20,June,2015,35.47956686,7.741652627
2909,SNNP,Tepi,-,4,4,-,17.66,June,2015,35.36770327,7.320015599
2910,SNNP,Boniga,-,6,5,-,19.66,June,2015,36.24008346,7.388535704
2911,SNNP,Chana,-,5,5,-,18,June,2015,36.11775846,6.226550231
2912,SNNP,Arbam-minch,10,7.65,6,-,18,June,2015,37.5527474,6.024547891
2913,SNNP,Sawla,6.8,-,-,-,16.64,June,2015,36.87437474,6.300226567
2914,SNNP,Shewa-Bench,-,4,3.5,-,20,June,2015,35.166666,6.916663
2915,SNNP,Mizan-Teferi ,-,5,5,-,20,June,2015,35.41120174,6.883477024
2916,SNNP,Deri,-,-,-,-,18,June,2015,36.28577951,7.384839762
2917,SNNP,Amaro-Kele ,-,-,6.6,-,18,June,2015,38.03333333,6.083333333
2918,SNNP,Soyama,-,4.43,4.38,-,20,June,2015,37.88333333,5.7
2919,SNNP,Karate,-,9.23,-,-,20,June,2015,37.48333333,5.25
2920,SNNP,Gidola,-,5.22,5.67,-,19.31,June,2015,37.34772952,5.647078098
2921,SNNP,Tercha,-,5.42,4.42,-,18.98,June,2015,37.175334,7.146295
2922,SNNP,Besite-chere,-,5,5,-,18,June,2015,NA,NA
2923,SNNP,Lasoka,-,-,4.52,-,20,June,2015,36.60777815,6.30774507
2924,SNNP,Amaya,-,9.05,5.64,-,16.64,June,2015,36.68000727,7.105541206
2925,SNNP,SNNPR AVERAGE,8.2,6.16,5.41,-,17.95,June,2015,NA,NA
2926,GAMBELLA,Gambella,-,8,7.65,-,20,June,2015,34.58547076,8.249396585
2927,GAMBELLA,Shebo-Kire,-,-,5.99,-,20,June,2015,NA,NA
2928,GAMBELLA,Meti,-,5,4.72,-,17.66,June,2015,35.31666667,7.233333333
2929,GAMBELLA,GAMBELLA-AVERAGE,-,6.32,6,-,19.19,June,2015,NA,NA
2930,GAMBELLA,HARARI TOWN,7.74,11.46,7.65,-,15.83,June,2015,42.11815,9.31387
2931,DIREDAWA,Dire Dawa,-,11.16,8,-,15,June,2015,41.86611,9.59306
2932,DIREDAWA,Melka-Jebdu,10.49,11,9.49,10.26,15.66,June,2015,41.78365,9.61833
2933,DIREDAWA,Dire Dawa Average,10.49,11,8.34,10.26,15.55,June,2015,NA,NA
2934,DIREDAWA,Country level Average,8.58,7.5,6.33,13.52,17.45,June,2015,NA,NA
2935,ADDIS   ABABA ,Merkato,12.66,12.32,-,-,16,June,2015,38.73666372,9.0249999
2936,ADDIS   ABABA ,Kera,11.63,11,10.26,-,15,June,2015,38.75189,8.98395
2937,ADDIS   ABABA ,Zenebe work,11.63,11.49,9.28,-,17,June,2015,38.7078,8.98711
2938,ADDIS   ABABA ,Gergi,13,14.83,11.66,-,17,June,2015,38.80949,8.99538
2939,ADDIS   ABABA ,Saris,10.49,11.32,10,-,16,June,2015,38.76341,8.95198
2940,ADDIS   ABABA ,Kotebe,12,-,-,-,16,June,2015,38.83985,9.03713
2941,ADDIS   ABABA ,Ferensay Legasion,10.97,-,11.32,-,16,June,2015,38.77373,9.05919
2942,ADDIS   ABABA ,Shola (yeka),12,12,10.32,-,15.66,June,2015,38.79539,9.02504
2943,ADDIS   ABABA ,Asko,12.32,12.66,8,-,17,June,2015,38.692267,9.065301
2944,ADDIS   ABABA ,Addisu-Gebeya,12,12.32,7.48,-,17,June,2015,38.73727,9.05959
2945,ADDIS   ABABA ,Efoyita Gebeya,9.28,11,7.49,-,16,June,2015,NA,NA
2946,ADDIS   ABABA ,Akaki,10,11.32,7.65,-,16,June,2015,38.789162,8.895831
2947,ADDIS   ABABA ,Addis Ababa Average,11.45,11.98,9.22,-,16.21,June,2015,NA,NA
2948,TIGRAY,"Enda Silase	",6.03,-,-,-,19.31,July,2015,38.27211005,14.08944251
2949,TIGRAY,Endabaguna,-,-,6.3,-,20,July,2015,38.19317204,13.97860867
2950,TIGRAY,"	Adwa",4.7,-,4.73,-,20,July,2015,38.88818805,14.14845458
2951,TIGRAY,"	Axum",6.67,6.75,-,-,18,July,2015,38.71879888,14.11130791
2952,TIGRAY,"	Adigrat",-,-,-,-,18,July,2015,39.46033457,14.26667752
2953,TIGRAY,"	Wukiro",-,-,-,-,20,July,2015,39.599747,13.796083
2954,TIGRAY, Maichew,7,-,-,-,20,July,2015,39.541533,12.78792086
2955,TIGRAY,"	Mekelle",6.83,8.16,-,-,18,July,2015,39.47221911,13.48719005
2956,TIGRAY,"	Tigray Average	",6.18,7.42,5.46,-,19.14,July,2015,NA,NA
2957,AFAR,Ayisaeta,10,11,-,-,16,July,2015,41.43333,11.56667
2958,AFAR, Dubti ,10,-,10,-,20,July,2015,41.082,11.73292
2959,AFAR, Melka Werers,-,10.32,8.32,-,19.31,July,2015,40.18154914,9.340880502
2960,AFAR, AwashSabat Killo ,9.32,10.32,7.76,-,17.5,July,2015,8.983333333,40.16666667
2961,AFAR,Afar Average,9.77,10.54,8.64,-,18.13,July,2015,NA,NA
2962,AMHARA,Chuahit ,6.5,5,6.5,-,18,July,2015,39.311961,10.643157
2963,AMHARA,Gondar ,6.83,6,5,-,19.33,July,2015,37.46149667,12.59878688
2964,AMHARA,Esete,-,-,-,-,20,July,2015,37.88657423,10.92298692
2965,AMHARA,Debre-Tabor    ,7.99,6.14,6.07,-,17.66,July,2015,38.00833967,11.84769551
2966,AMHARA,Kobo,5.72,8.83,5.48,-,18.64,July,2015,39.63127424,12.16406542
2967,AMHARA,Weldiya     ,8.13,9.92,5.74,-,17.66,July,2015,39.6014117,11.82360232
2968,AMHARA,Kombolcha,7.29,7.88,-,-,16.66,July,2015,39.73724188,11.07807805
2969,AMHARA,Dessie,8.26,8.79,6.28,-,17.66,July,2015,39.63548793,11.11703902
2970,AMHARA,Shewa- Robit  ,7.36,6.36,-,-,16.33,July,2015,39.90269733,10.00580856
2971,AMHARA,Debre-Birhan,8.5,8.5,6,-,16,July,2015,39.52890047,9.67650294
2972,AMHARA,Mota ,6.6,5.27,-,-,18,July,2015,37.8807432,11.07475582
2973,AMHARA,Debre- markos,-,-,-,-,16.33,July,2015,37.72636868,10.33641293
2974,AMHARA,Dembecha,-,-,-,-,18,July,2015,37.48251554,10.56669266
2975,AMHARA,Bahir-Dar,-,9.49,-,-,18,July,2015,37.3815488,11.58416449
2976,AMHARA,Sekota,7.59,7.92,5.98,-,20.33,July,2015,39.03355257,12.62479803
2977,AMHARA,Amde work,-,7.73,7.13,-,17.66,July,2015,38.85815043,12.45920199
2978,AMHARA,Danigla,-,5.41,-,-,19.66,July,2015,36.83153176,11.25223153
2979,AMHARA,Chagni ,-,5,-,-,16,July,2015,36.50793596,10.95196565
2980,AMHARA,Kemise ,7.59,9.03,-,-,16.33,July,2015,39.85696873,10.71374234
2981,AMHARA,Bati ,7.77,9.02,-,-,15.33,July,2015,40.0181327,11.19153266
2982,AMHARA,Amhara Average,7.35,7.23,5.99,-,17.63,July,2015,NA,NA
2983,OROMIYA,Ghimbi,-,5.5,-,-,18,July,2015,35.83291974,9.163103789
2984,OROMIYA,Dembi-Dolo,-,6,6,-,20,July,2015,34.79748694,8.530219501
2985,OROMIYA,Shambu,-,-,-,-,19.31,July,2015,37.09431432,9.569809208
2986,OROMIYA,Nekemte,-,5,5,-,-,July,2015,36.54851971,9.09042469
2987,OROMIYA,Bedele,-,5,4,-,18,July,2015,36.36017384,8.454821965
2988,OROMIYA,Metu,-,6.83,5.83,-,17,July,2015,35.58726864,8.300606827
2989,OROMIYA,Jimma,-,11,9,-,16,July,2015,36.84385226,7.672338798
2990,OROMIYA,Agaro,6.47,5.29,5.29,-,16,July,2015,36.58627683,7.848002731
2991,OROMIYA,Ambo,-,9.77,6.75,-,15.33,July,2015,37.8446066,8.976806527
2992,OROMIYA,Weliso,-,9.11,6.67,-,16,July,2015,37.97073066,8.534178897
2993,OROMIYA,Ejere,-,7.41,-,-,20,July,2015,39.262249,8.78288
2994,OROMIYA,Fiche,10.09,-,7.95,13.78,16.33,July,2015,38.73344116,9.791083661
2995,OROMIYA,Nazareth,9.16,10,8,-,15,July,2015,39.26667,8.55
2996,OROMIYA,Shashe-mene ,-,-,6.66,-,16,July,2015,38.6,7.2
2997,OROMIYA,Diksise,-,-,-,-,16.33,July,2015,39.55824,8.059179
2998,OROMIYA,Asella,-,-,-,-,16.33,July,2015,39.12972322,7.949589951
2999,OROMIYA,Asebe-Teferi,-,8.25,6.33,-,15.33,July,2015,40.86708,9.08569
3000,OROMIYA,Bedessa,-,5.6,5.67,-,16,July,2015,40.77378712,8.902011546
3001,OROMIYA,Alemaya,-,10,7.16,-,15,July,2015,42.0166666,9.3999984
3002,OROMIYA,Boreda,8,8.5,8,-,16,July,2015,41.278686,9.331067
3003,OROMIYA,Adaba,-,-,-,-,18.33,July,2015,39.3890878,7.004454253
3004,OROMIYA,Robe,-,-,-,-,18,July,2015,39.631104,7.860619
3005,OROMIYA,Hagere-Mariam,-,-,-,-,17,July,2015,38.23603,5.63418
3006,OROMIYA,Negele-Borena,-,-,5.8,-,16.66,July,2015,39.583331,5.333332
3007,OROMIYA,Oromiya Average,8.32,7.28,6.38,13.78,16.81,July,2015,NA,NA
3008,SOMALIE,Shinile,-,-,10,-,15,July,2015,41.844013,9.686515
3009,SOMALIE,Arere,-,12.33,8,12,15,July,2015,37.6,8.51667
3010,SOMALIE,Jigjiga,-,7.09,-,-,16,July,2015,42.792342,9.367259
3011,SOMALIE,Hartshek,-,6.73,-,-,16,July,2015,43.3499986,9.1499994
3012,SOMALIE,Dolo,-,-,7.08,-,19.31,July,2015,42.059257,4.179211
3013,SOMALIE,Moyale,-,-,-,-,16.64,July,2015,39.056,3.527
3014,SOMALIE,Somali Average,-,8.38,8.27,12,16.26,July,2015,NA,NA
3015,BENISHANGUL - GUMUZ              ,Mambook,-,4,-,-,19.31,July,2015,NA,NA
3016,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,17,July,2015,NA,NA
3017,BENISHANGUL - GUMUZ              ,Asossa,-,5,4.16,-,17.66,July,2015,34.53730603,10.05784932
3018,BENISHANGUL - GUMUZ              ,Bambasi,-,3.8,3.9,-,20,July,2015,34.73046863,9.751504664
3019,BENISHANGUL - GUMUZ              ,Kemashi,-,4.85,4.65,-,18.64,July,2015,35.85916991,9.515450626
3020,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,5.55,5.61,-,-,July,2015,35.77048443,9.640776618
3021,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.59,4.54,-,18.49,July,2015,NA,NA
3022,SNNP,Welikite,8.6,-,5.8,-,17,July,2015,37.77266735,8.27732366
3023,SNNP,Butajira,10.81,10.86,4.59,-,15,July,2015,38.42140499,8.173264069
3024,SNNP,Hosahna,-,-,7,-,20,July,2015,37.84747123,7.538579317
3025,SNNP,Shone,-,-,-,-,18,July,2015,37.94869425,7.134857075
3026,SNNP,Doyugena,-,-,5.71,-,16,July,2015,37.78333,7.33333
3027,SNNP,Alaba,-,-,3.2,-,16,July,2015,38.086143,7.311546
3028,SNNP,Awasa,-,-,10,-,16,July,2015,38.474819,7.058624
3029,SNNP,Hagere-Selam   ,-,-,-,-,16.64,July,2015,38.51921184,6.513880636
3030,SNNP,Dilla,-,-,7.32,-,16,July,2015,38.30745962,6.410516676
3031,SNNP,Yirega-chefie ,-,-,8,-,17,July,2015,38.1988827,6.16095383
3032,SNNP,Welayita sodo,-,-,6,-,16,July,2015,37.749997,6.8999964
3033,SNNP,Bodite,-,-,-,-,17.33,July,2015,37.89064905,7.038034865
3034,SNNP,Jinka,-,8.54,6.49,-,18,July,2015,36.56441614,5.78310286
3035,SNNP,Dimeka,-,-,-,-,20,July,2015,36.45041198,4.892522922
3036,SNNP,Masha,-,10,-,-,20,July,2015,35.47956686,7.741652627
3037,SNNP,Tepi,-,5.48,5,-,18,July,2015,35.36770327,7.320015599
3038,SNNP,Boniga,-,7,5,-,19.66,July,2015,36.24008346,7.388535704
3039,SNNP,Chana,-,4,4,-,18,July,2015,36.11775846,6.226550231
3040,SNNP,Arbam-minch,10,7.32,5.65,-,17.66,July,2015,37.5527474,6.024547891
3041,SNNP,Sawla,7.26,-,-,-,16.33,July,2015,36.87437474,6.300226567
3042,SNNP,Shewa-Bench,-,5,4,-,20,July,2015,35.166666,6.916663
3043,SNNP,Mizan-Teferi ,-,5,5,-,20,July,2015,35.41120174,6.883477024
3044,SNNP,Deri,-,-,4.39,-,20,July,2015,36.28577951,7.384839762
3045,SNNP,Amaro-Kele ,-,-,6.02,-,18,July,2015,38.03333333,6.083333333
3046,SNNP,Soyama,-,5.34,4.4,-,20,July,2015,37.88333333,5.7
3047,SNNP,Karate,-,9.29,-,-,20,July,2015,37.48333333,5.25
3048,SNNP,Gidola,-,6.4,4.91,-,20,July,2015,37.34772952,5.647078098
3049,SNNP,Tercha,-,5.58,5.36,-,20.33,July,2015,37.175334,7.146295
3050,SNNP,Besite-chere,-,4,4.5,-,19.31,July,2015,NA,NA
3051,SNNP,Lasoka,-,7.33,4.87,-,20,July,2015,36.60777815,6.30774507
3052,SNNP,Amaya,-,-,6.01,-,17.59,July,2015,36.68000727,7.105541206
3053,SNNP,SNNPR AVERAGE,9.06,6.44,5.39,-,18.11,July,2015,NA,NA
3054,GAMBELLA,Gambella,-,8,8,-,20,July,2015,34.58547076,8.249396585
3055,GAMBELLA,Shebo-Kire,-,-,-,-,20,July,2015,NA,NA
3056,GAMBELLA,Meti,-,5,4.5,-,20,July,2015,35.31666667,7.233333333
3057,GAMBELLA,GAMBELLA-AVERAGE,-,6.32,6,-,20,July,2015,NA,NA
3058,GAMBELLA,HARARI TOWN,7.65,11.06,7.48,-,15.49,July,2015,42.11815,9.31387
3059,DIREDAWA,Dire Dawa,-,11.49,8.65,-,16,July,2015,41.86611,9.59306
3060,DIREDAWA,Melka-Jebdu,11,10.49,9.49,10.95,16,July,2015,41.78365,9.61833
3061,DIREDAWA,Dire Dawa Average,11,11.04,9.25,10.95,16,July,2015,NA,NA
3062,DIREDAWA,Country level Average,8.68,7.79,6.42,12.19,17.48,July,2015,NA,NA
3063,ADDIS   ABABA ,Merkato,12.66,13,-,-,16,July,2015,38.73666372,9.0249999
3064,ADDIS   ABABA ,Kera,11.66,11,9.97,-,15,July,2015,38.75189,8.98395
3065,ADDIS   ABABA ,Zenebe work,11.32,12,8,-,17,July,2015,38.7078,8.98711
3066,ADDIS   ABABA ,Gergi,11.99,15,11.66,-,16.66,July,2015,38.80949,8.99538
3067,ADDIS   ABABA ,Saris,10,11,8,-,16,July,2015,38.76341,8.95198
3068,ADDIS   ABABA ,Kotebe,12.49,14,10.32,-,16,July,2015,38.83985,9.03713
3069,ADDIS   ABABA ,Ferensay Legasion,12.66,12.49,10,-,16,July,2015,38.77373,9.05919
3070,ADDIS   ABABA ,Shola (yeka),13,13.83,12,-,16,July,2015,38.79539,9.02504
3071,ADDIS   ABABA ,Asko,12.32,12.66,9.65,-,17,July,2015,38.692267,9.065301
3072,ADDIS   ABABA ,Addisu-Gebeya,10,11.66,-,-,15.66,July,2015,38.73727,9.05959
3073,ADDIS   ABABA ,Efoyita Gebeya,10.32,11,7.32,-,16,July,2015,NA,NA
3074,ADDIS   ABABA ,Akaki,10.32,10.66,8,-,16,July,2015,38.789162,8.895831
3075,ADDIS   ABABA ,Addis Ababa Average,11.51,12.29,9.37,-,16.1,July,2015,NA,NA
3076,TIGRAY,"Enda Silase	",6.14,-,-,-,19.31,August,2015,38.27211005,14.08944251
3077,TIGRAY,Endabaguna,-,-,5.16,-,20,August,2015,38.19317204,13.97860867
3078,TIGRAY,"	Adwa",4.16,-,4.83,-,20,August,2015,38.88818805,14.14845458
3079,TIGRAY,"	Axum",5,5.4,-,-,18,August,2015,38.71879888,14.11130791
3080,TIGRAY,"	Adigrat",-,-,-,-,18,August,2015,39.46033457,14.26667752
3081,TIGRAY,"	Wukiro",-,-,-,-,19.66,August,2015,39.599747,13.796083
3082,TIGRAY, Maichew,7.16,-,-,-,20,August,2015,39.541533,12.78792086
3083,TIGRAY,"	Mekelle",6.5,7.16,-,-,17.66,August,2015,39.47221911,13.48719005
3084,TIGRAY,"	Tigray Average	",5.69,6.22,4.99,-,19.05,August,2015,NA,NA
3085,AFAR,Ayisaeta,11,10,-,-,16,August,2015,41.43333,11.56667
3086,AFAR, Dubti ,10,10,-,-,18,August,2015,41.082,11.73292
3087,AFAR, Melka Werers,-,14.33,11.16,-,16.64,August,2015,40.18154914,9.340880502
3088,AFAR, AwashSabat Killo ,8.83,10.32,8.16,-,17.66,August,2015,8.983333333,40.16666667
3089,AFAR,Afar Average,9.9,11.03,9.54,-,17.06,August,2015,NA,NA
3090,AMHARA,Chuahit ,7,5.5,6.5,-,18,August,2015,39.311961,10.643157
3091,AMHARA,Gondar ,6.83,6,5.5,-,19,August,2015,37.46149667,12.59878688
3092,AMHARA,Esete,-,-,-,-,20,August,2015,37.88657423,10.92298692
3093,AMHARA,Debre-Tabor    ,7.99,6.15,6.13,-,17.33,August,2015,38.00833967,11.84769551
3094,AMHARA,Kobo,6.44,8.9,5.32,-,18.33,August,2015,39.63127424,12.16406542
3095,AMHARA,Weldiya     ,6.48,10.89,5.74,-,18.64,August,2015,39.6014117,11.82360232
3096,AMHARA,Kombolcha,7.69,8.5,8.11,-,16.33,August,2015,39.73724188,11.07807805
3097,AMHARA,Dessie,7.96,9.42,6.83,-,17,August,2015,39.63548793,11.11703902
3098,AMHARA,Shewa- Robit  ,9.08,7.17,7.24,-,16,August,2015,39.90269733,10.00580856
3099,AMHARA,Debre-Birhan,8.16,8.1,5,-,16,August,2015,39.52890047,9.67650294
3100,AMHARA,Mota ,8.11,6.02,6.37,-,18,August,2015,37.8807432,11.07475582
3101,AMHARA,Debre- markos,-,-,-,-,16.33,August,2015,37.72636868,10.33641293
3102,AMHARA,Dembecha,-,-,-,-,17.66,August,2015,37.48251554,10.56669266
3103,AMHARA,Bahir-Dar,-,16,-,-,17.66,August,2015,37.3815488,11.58416449
3104,AMHARA,Sekota,8.53,9.11,6.58,-,18.98,August,2015,39.03355257,12.62479803
3105,AMHARA,Amde work,-,7.3,6.92,-,18,August,2015,38.85815043,12.45920199
3106,AMHARA,Danigla,-,5.44,-,-,19.31,August,2015,36.83153176,11.25223153
3107,AMHARA,Chagni ,-,5,-,-,16,August,2015,36.50793596,10.95196565
3108,AMHARA,Kemise ,8.59,6.82,-,-,16.33,August,2015,39.85696873,10.71374234
